script	type	refs	value
scripts\cp_mp\frontendutils.gsc	0	8	lucky_draw_weapon_showcase
scripts\cp_mp\frontendutils.gsc	0	1	mgl_fe_op_crib_xcam_luckydraw_showcase_02_xcam
scripts\cp_mp\frontendutils.gsc	0	8	lucky_draw_weapon_small_showcase
scripts\cp_mp\frontendutils.gsc	0	1	mgl_fe_op_crib_xcam_luckydraw_showcase_01_xcam
scripts\cp_mp\frontendutils.gsc	0	8	lucky_draw_weapon_large_showcase
scripts\cp_mp\frontendutils.gsc	0	1	mgl_fe_op_crib_xcam_luckydraw_showcase_03_xcam
scripts\cp_mp\frontendutils.gsc	0	2	tag_laser_attach
scripts\cp_mp\frontendutils.gsc	0	1	weapon_projectile
scripts\cp_mp\frontendutils.gsc	0	1	weapon_classic_s
scripts\cp_mp\frontendutils.gsc	0	1	weapon_melee2
scripts\cp_mp\frontendutils.gsc	0	1	weapon_melee
scripts\cp_mp\frontendutils.gsc	0	1	weapon_classic_p
scripts\cp_mp\frontendutils.gsc	0	2	fe_op_crib_xcam_gunbundle_03_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_mz_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_br_pistol_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_br_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_br_sniper_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_fg_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_lz_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_mg_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_op_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_gp_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_st_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_um_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_ammo
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_ch_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_gs_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_stkrs_xcam
scripts\cp_mp\frontendutils.gsc	0	1	fe_op_crib_xcam_gunbench_stkrs_sh_xcam
scripts\cp_mp\frontendutils.gsc	0	1	tag_barrel_attach
scripts\cp_mp\frontendutils.gsc	0	2	fe_op_crib_xcam_loadout_smg_xcam
scripts\cp_mp\frontendutils.gsc	0	2	fe_op_crib_xcam_loadout_ar_xcam
scripts\cp_mp\frontendutils.gsc	0	2	fe_op_crib_xcam_loadout_sn_xcam
scripts\cp_mp\frontendutils.gsc	0	2	fe_op_crib_xcam_loadout_pi_xcam
scripts\cp_mp\frontendutils.gsc	0	2	hw_mp_frontend_lobby_rt
scripts\cp_mp\frontendutils.gsc	0	51	loadout_showcase_p_large
scripts\cp_mp\frontendutils.gsc	0	39	loadout_showcase_o_large
scripts\cp_mp\frontendutils.gsc	0	13	loadout_showcase_field_upgrade_01
scripts\cp_mp\frontendutils.gsc	0	13	loadout_showcase_field_upgrade_02
scripts\cp_mp\frontendutils.gsc	0	27	loadout_showcase_x
scripts\cp_mp\frontendutils.gsc	0	27	loadout_showcase_y
scripts\cp_mp\frontendutils.gsc	0	27	loadout_showcase_z
scripts\cp_mp\frontendutils.gsc	0	32	loadout_showcase_watch
scripts\cp_mp\frontendutils.gsc	0	3	black_screen
scripts\cp_mp\frontendutils.gsc	0	23	social
scripts\cp_mp\frontendutils.gsc	0	12	social_showcase
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_barrel
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_barrel_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_barrel_alt2
scripts\cp_mp\frontendutils.gsc	0	2	loadout_showcase_preview_laser
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_laser_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_laser_alt2
scripts\cp_mp\frontendutils.gsc	0	2	loadout_showcase_preview_large_laser
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_magazine
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_magazine_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_magazine_alt2
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_muzzle
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_muzzle_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_optic
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_optic_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_reargrip
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_reargrip_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_reargrip_alt2
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_stock
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_stock_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_stock_alt2
scripts\cp_mp\frontendutils.gsc	0	2	loadout_showcase_preview_large_stock_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_underbarrel
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_charm
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_charm_alt1
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_charm_alt2
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_charm_alt3
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_charm_alt4
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_sticker
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_sticker_alt1
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_sticker_alt2
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_sticker_alt3
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_preview_sticker_alt4
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_small_barrel
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_small_laser
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_small_muzzle
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_small_optic
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_small_magazine
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_small_magazine_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_small_reargrip
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_small_stock
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_small_trigger
scripts\cp_mp\frontendutils.gsc	0	4	loadout_showcase_preview_small_charm
scripts\cp_mp\frontendutils.gsc	0	5	loadout_showcase_preview_small_sticker
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_barrel
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_barrel_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_magazine
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_magazine_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_magazine_alt2
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_muzzle
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_optic
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_reargrip
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_reargrip_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_stock
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_underbarrel
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_underbarrel_alt1
scripts\cp_mp\frontendutils.gsc	0	4	loadout_showcase_preview_large_charm
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_charm_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_charm_alt2
scripts\cp_mp\frontendutils.gsc	0	5	loadout_showcase_preview_large_sticker
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_sticker_alt1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_sticker_alt2
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_preview_large_sticker_alt3
scripts\cp_mp\frontendutils.gsc	0	9	weapon_customize_riot
scripts\cp_mp\frontendutils.gsc	0	8	loadout_showcase_preview_riot
scripts\cp_mp\frontendutils.gsc	0	23	weapon_preview_riot
scripts\cp_mp\frontendutils.gsc	0	2	bundle_preview
scripts\cp_mp\frontendutils.gsc	0	2	bundle_preview_large
scripts\cp_mp\frontendutils.gsc	0	2	bundle_preview_small
scripts\cp_mp\frontendutils.gsc	0	2	bundle_preview_riot
scripts\cp_mp\frontendutils.gsc	0	3	loadout_showcase_preview_watch
scripts\cp_mp\frontendutils.gsc	0	7	loadout_showcase_perks_vest
scripts\cp_mp\frontendutils.gsc	0	17	loadout_showcase_specialist
scripts\cp_mp\frontendutils.gsc	0	13	character_preview_select
scripts\cp_mp\frontendutils.gsc	0	15	character_preview_select_detail
scripts\cp_mp\frontendutils.gsc	0	3	character_tournaments
scripts\cp_mp\frontendutils.gsc	0	27	squad_lobby_detail
scripts\cp_mp\frontendutils.gsc	0	11	social_detail
scripts\cp_mp\frontendutils.gsc	0	3	social_wide
scripts\cp_mp\frontendutils.gsc	0	3	showcase_operator
scripts\cp_mp\frontendutils.gsc	0	3	showcase_weapon
scripts\cp_mp\frontendutils.gsc	0	3	aar_performance
scripts\cp_mp\frontendutils.gsc	0	3	ui_bg_01
scripts\cp_mp\frontendutils.gsc	0	6	weapon_showcase
scripts\cp_mp\frontendutils.gsc	0	6	barracks
scripts\cp_mp\frontendutils.gsc	0	4	player_character_showcase
scripts\cp_mp\frontendutils.gsc	0	2	battle_pass_vehicle
scripts\cp_mp\frontendutils.gsc	0	3	battle_pass_character
scripts\cp_mp\frontendutils.gsc	0	2	battle_pass_weapon
scripts\cp_mp\frontendutils.gsc	0	2	battle_pass_items
scripts\cp_mp\frontendutils.gsc	0	2	firingrange
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_perks_gloves
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_perks_boots
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_perks_gear_1
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_perks_gear_2
scripts\cp_mp\frontendutils.gsc	0	4	mp_frontend_mgl_lobby
scripts\cp_mp\frontendutils.gsc	0	8	Operator
scripts\cp_mp\frontendutils.gsc	0	15	Loadout
scripts\cp_mp\frontendutils.gsc	0	4	medium
scripts\cp_mp\frontendutils.gsc	0	14	Gunbench
scripts\cp_mp\frontendutils.gsc	0	5	large
scripts\cp_mp\frontendutils.gsc	0	4	small
scripts\cp_mp\frontendutils.gsc	0	1	watch
scripts\cp_mp\frontendutils.gsc	0	1	Loadout_lethal
scripts\cp_mp\frontendutils.gsc	0	1	mp_frontend_mgl_lethal
scripts\cp_mp\frontendutils.gsc	0	1	Loadout_tactical
scripts\cp_mp\frontendutils.gsc	0	1	mp_frontend_mgl_tactical
scripts\cp_mp\frontendutils.gsc	0	1	Loadout_fu
scripts\cp_mp\frontendutils.gsc	0	2	Loadout_vest
scripts\cp_mp\frontendutils.gsc	0	1	Loadout_boot
scripts\cp_mp\frontendutils.gsc	0	2	Loadout_helmet
scripts\cp_mp\frontendutils.gsc	0	1	Attempt to change scene to an unsupported scene.
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith
scripts\cp_mp\frontendutils.gsc	0	25	weapon_loc_hq1
scripts\cp_mp\frontendutils.gsc	0	25	weapon_loc_hq2
scripts\cp_mp\frontendutils.gsc	0	25	weapon_loc_watch
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_overview
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview
scripts\cp_mp\frontendutils.gsc	0	51	weapon_loc_preview
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_secondary
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_watch
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_armory
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_p
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_p_large
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_s
scripts\cp_mp\frontendutils.gsc	0	2	camera_mp_gunsmith_alt_o_large
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_l
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_t
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_field_upgrade
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_loadout_field_upgrade_01
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_loadout_field_upgrade_02
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_perks
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_x
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_y
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_z
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_specialist
scripts\cp_mp\frontendutils.gsc	0	1	mp_frontend_jup_01
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_perks_vest
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_perks_gloves
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_perks_boots
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_perks_helmet
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_perks_helmet_02
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_alt_watch
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_riot
scripts\cp_mp\frontendutils.gsc	0	3	camera_mp_weapon_preview
scripts\cp_mp\frontendutils.gsc	0	30	weapon_loc_weapon_preview
scripts\cp_mp\frontendutils.gsc	0	3	camera_mp_weapon_preview_large
scripts\cp_mp\frontendutils.gsc	0	3	camera_mp_weapon_preview_secondary
scripts\cp_mp\frontendutils.gsc	0	2	camera_mp_weapon_preview_riot
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_bundle_preview
scripts\cp_mp\frontendutils.gsc	0	4	weapon_loc_bundle_preview
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_bundle_preview_large
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_bundle_preview_secondary
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_bundle_preview_riot
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_barrel
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_barrel_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_barrel_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_charm
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_charm_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_charm_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_charm_alt3
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_charm_alt4
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_laser
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_laser_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_laser_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_magazine
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_magazine_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_magazine_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_muzzle
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_muzzle_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_optic
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_optic_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_reargrip
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_reargrip_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_reargrip_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_sticker
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_sticker_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_sticker_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_sticker_alt3
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_sticker_alt4
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_stock
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_stock_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_stock_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_underbarrel
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_barrel
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_charm
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_laser
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_magazine
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_magazine_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_muzzle
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_optic
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_reargrip
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_sticker
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_stock
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_small_trigger
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_barrel
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_charm
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_charm_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_charm_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_barrel_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_laser
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_magazine
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_magazine_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_magazine_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_muzzle
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_muzzle_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_optic
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_reargrip
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_reargrip_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_sticker
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_sticker_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_sticker_alt2
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_sticker_alt3
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_stock
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_stock_alt1
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_underbarrel
scripts\cp_mp\frontendutils.gsc	0	1	camera_mp_gunsmith_preview_large_underbarrel_alt1
scripts\cp_mp\frontendutils.gsc	0	1	char_tango
scripts\cp_mp\frontendutils.gsc	0	1	char_west_b_detail
scripts\cp_mp\frontendutils.gsc	0	1	char_west_b
scripts\cp_mp\frontendutils.gsc	0	1	char_east_a_detail
scripts\cp_mp\frontendutils.gsc	0	1	char_east_a
scripts\cp_mp\frontendutils.gsc	0	1	char_preview_detail
scripts\cp_mp\frontendutils.gsc	0	2	charroom_char_preview
scripts\cp_mp\frontendutils.gsc	0	1	char_preview
scripts\cp_mp\frontendutils.gsc	0	1	char_lobby
scripts\cp_mp\frontendutils.gsc	0	1	char_lobby_detail
scripts\cp_mp\frontendutils.gsc	0	1	char_lobby_br
scripts\cp_mp\frontendutils.gsc	0	1	camera_crib_dmz
scripts\cp_mp\frontendutils.gsc	0	1	camera_crib_dmz_detail
scripts\cp_mp\frontendutils.gsc	0	1	char_social
scripts\cp_mp\frontendutils.gsc	0	1	char_social_wide
scripts\cp_mp\frontendutils.gsc	0	1	char_social_alt
scripts\cp_mp\frontendutils.gsc	0	1	char_social_showcase
scripts\cp_mp\frontendutils.gsc	0	1	social_showcase_character
scripts\cp_mp\frontendutils.gsc	0	1	social_showcase_weapon
scripts\cp_mp\frontendutils.gsc	0	1	char_tournament_overcam
scripts\cp_mp\frontendutils.gsc	0	1	cam_firing_range
scripts\cp_mp\frontendutils.gsc	0	2	cam_bp_character
scripts\cp_mp\frontendutils.gsc	0	2	bp_character_figurine_01
scripts\cp_mp\frontendutils.gsc	0	1	cam_bp_character_detail
scripts\cp_mp\frontendutils.gsc	0	2	cam_bp_weapon
scripts\cp_mp\frontendutils.gsc	0	1	bp_weapon_figurine_01
scripts\cp_mp\frontendutils.gsc	0	2	cam_bp_vehicle
scripts\cp_mp\frontendutils.gsc	0	1	bp_vehicle_figurine_01
scripts\cp_mp\frontendutils.gsc	0	2	cam_bp_items
scripts\cp_mp\frontendutils.gsc	0	1	cam_bp_vehicle_detail
scripts\cp_mp\frontendutils.gsc	0	1	bp_vehicle_items
scripts\cp_mp\frontendutils.gsc	0	1	camera_black
scripts\cp_mp\frontendutils.gsc	0	1	lights
scripts\cp_mp\frontendutils.gsc	0	2	+
scripts\cp_mp\frontendutils.gsc	0	1	DUNNO
scripts\cp_mp\frontendutils.gsc	0	6	MPClientCharacter
scripts\cp_mp\frontendutils.gsc	0	6	script_character
scripts\cp_mp\frontendutils.gsc	0	5	script_weapon
scripts\cp_mp\frontendutils.gsc	0	1	br_cargoplane_exterior
scripts\cp_mp\frontendutils.gsc	0	1	br_cargoplane_car
scripts\cp_mp\frontendutils.gsc	0	1	br_cargoplane
scripts\cp_mp\frontendutils.gsc	0	3	fe_mil_base_anim_01
scripts\cp_mp\frontendutils.gsc	0	1	veh9_mil_lnd_jltv_lobby
scripts\cp_mp\frontendutils.gsc	0	4	vehicle
scripts\cp_mp\frontendutils.gsc	0	1	jltv
scripts\cp_mp\frontendutils.gsc	0	1	veh9_mil_air_heli_medium_lobby
scripts\cp_mp\frontendutils.gsc	0	1	small_bird
scripts\cp_mp\frontendutils.gsc	0	2	fe_mil_base_anim_02
scripts\cp_mp\frontendutils.gsc	0	1	veh9_mil_air_heli_blima_lobby
scripts\cp_mp\frontendutils.gsc	0	1	medium_bird
scripts\cp_mp\frontendutils.gsc	0	3	fe_mil_base_anim_03
scripts\cp_mp\frontendutils.gsc	0	1	veh9_mil_lnd_cargo_truck_lobby
scripts\cp_mp\frontendutils.gsc	0	1	cargo
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_jltv_enter_01
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_small_bird_enter_01
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_jltv_loop_01
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_small_bird_loop_01
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_jltv_exit_01
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_small_bird_exit_01
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_medium_bird_loop_01
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_cargo_truck_enter_01
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_cargo_truck_loop_01
scripts\cp_mp\frontendutils.gsc	0	1	iw9_fe_cargo_truck_exit_01
scripts\cp_mp\frontendutils.gsc	0	2	TAG_TAIL_ROTOR_BLADE_01
scripts\cp_mp\frontendutils.gsc	0	2	TAG_TAIL_ROTOR_BLADE_02
scripts\cp_mp\frontendutils.gsc	0	2	TAG_TAIL_ROTOR_BLADE_03
scripts\cp_mp\frontendutils.gsc	0	2	TAG_TAIL_ROTOR_BLADE_04
scripts\cp_mp\frontendutils.gsc	0	2	TAG_MAIN_ROTOR_BLADE_01
scripts\cp_mp\frontendutils.gsc	0	2	TAG_MAIN_ROTOR_BLADE_02
scripts\cp_mp\frontendutils.gsc	0	2	TAG_MAIN_ROTOR_BLADE_03
scripts\cp_mp\frontendutils.gsc	0	2	TAG_MAIN_ROTOR_BLADE_04
scripts\cp_mp\frontendutils.gsc	0	1	gunbench_bullets
scripts\cp_mp\frontendutils.gsc	0	1	ui_battlepass_camera_changed
scripts\cp_mp\frontendutils.gsc	0	2	clear_camera_thread
scripts\cp_mp\frontendutils.gsc	0	2	showcase
scripts\cp_mp\frontendutils.gsc	0	2	weapon
scripts\cp_mp\frontendutils.gsc	0	2	image
scripts\cp_mp\frontendutils.gsc	0	1	lucky_draw_rarity_
scripts\cp_mp\frontendutils.gsc	0	1	LuckyDrawWeapon
scripts\cp_mp\frontendutils.gsc	0	1	LuckyDrawOperator
scripts\cp_mp\frontendutils.gsc	0	1	luinotifyserver
scripts\cp_mp\frontendutils.gsc	0	17	vfx_frontend_store_operator_motes_med
scripts\cp_mp\frontendutils.gsc	0	1	end_current_xcam
scripts\cp_mp\frontendutils.gsc	0	1	loadout_showcase_entered
scripts\cp_mp\frontendutils.gsc	0	1	primary_weapon_changed
scripts\cp_mp\frontendutils.gsc	0	1	set_ui_rarity_image
scripts\cp_mp\frontendutils.gsc	0	1	entered_firing_range_after_target_settings
scripts\cp_mp\frontendutils.gsc	0	1	entered_firing_range_after_pause
scripts\cp_mp\frontendutils.gsc	0	1	entered_firing_range_pause_menu
